spec;sk;k1;k2;k3;k4;k5;k6;b;p_b
capture noisily mixed    loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                    ;560;2;1;4;2;1;2;.0033799743;.51988715
capture noisily mixed    loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                    ;561;2;1;4;2;1;3;.0085428404;.12999627
capture noisily reghdfe  loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                     ;562;2;1;4;2;2;1;.018890005;.01030742
capture noisily mixed    loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                     ;563;2;1;4;2;2;2;.0066824732;.24463348
capture noisily mixed    loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                     ;564;2;1;4;2;2;3;.013383021;.028154906
capture noisily reghdfe  loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                         ;565;2;1;4;2;3;1;.02758505;.0020970555
capture noisily mixed    loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                         ;566;2;1;4;2;3;2;.011583822;.11289193
capture noisily mixed    loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                         ;567;2;1;4;2;3;3;.021715581;.0051850919
capture noisily reghdfe  loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                      ;568;2;1;4;2;4;1;.012978043;.0087641766
capture noisily mixed    loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                      ;569;2;1;4;2;4;2;.0078793149;.054612499
capture noisily mixed    loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                      ;570;2;1;4;2;4;3;.011650626;.006543003
capture noisily reghdfe  loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                       ;571;2;1;4;2;5;1;.017871622;.0031489499
capture noisily mixed    loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                       ;572;2;1;4;2;5;2;.010487412;.022233831
capture noisily mixed    loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                       ;573;2;1;4;2;5;3;.015871294;.0024567163
capture noisily reghdfe  loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                           ;574;2;1;4;2;6;1;.020085573;.0053578531
capture noisily mixed    loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                           ;575;2;1;4;2;6;2;.012605567;.033976905
capture noisily mixed    loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                           ;576;2;1;4;2;6;3;.017629182;.0052325372
capture noisily reghdfe  loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.;577;2;2;1;1;1;1;.047739383;.023868803
capture noisily mixed    loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.;578;2;2;1;1;1;2;.0018665767;.90129697
capture noisily mixed    loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.;579;2;2;1;1;1;3;.034012813;.05535043
capture noisily reghdfe  loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.p;580;2;2;1;1;2;1;.060131267;.0089908829
capture noisily mixed    loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.p;581;2;2;1;1;2;2;.0087681236;.59729338
capture noisily mixed    loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.p;582;2;2;1;1;2;3;.041290443;.033000287
capture noisily reghdfe  loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_;583;2;2;1;1;3;1;.066084012;.011384254
capture noisily mixed    loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_;584;2;2;1;1;3;2;.0095725851;.60678726
capture noisily mixed    loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_;585;2;2;1;1;3;3;.051215511;.032518797
capture noisily reghdfe  loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pe;586;2;2;1;1;4;1;.050162673;.00052271248
capture noisily mixed    loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pe;587;2;2;1;1;4;2;.02771697;.022215355
capture noisily mixed    loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pe;588;2;2;1;1;4;3;.047149573;.00016486352
capture noisily reghdfe  loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.per;589;2;2;1;1;5;1;.056386262;.0011233689
capture noisily mixed    loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.per;590;2;2;1;1;5;2;.025657246;.054925945
capture noisily mixed    loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.per;591;2;2;1;1;5;3;.051088501;.00060678908
capture noisily reghdfe  loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_op;592;2;2;1;1;6;1;.059308138;.0027802163
capture noisily mixed    loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_op;593;2;2;1;1;6;2;.026710931;.10497607
capture noisily mixed    loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_op;594;2;2;1;1;6;3;.053726967;.0023040895
capture noisily reghdfe  loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.p;595;2;2;1;2;1;1;.011418794;.091071486
capture noisily mixed    loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.p;596;2;2;1;2;1;2;.0013051998;.80840206
capture noisily mixed    loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.p;597;2;2;1;2;1;3;.0080667976;.15522659
capture noisily reghdfe  loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pe;598;2;2;1;2;2;1;.015873645;.028987195
capture noisily mixed    loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pe;599;2;2;1;2;2;2;.0030610838;.59563321
capture noisily mixed    loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pe;600;2;2;1;2;2;3;.010174846;.088207334
capture noisily reghdfe  loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_o;601;2;2;1;2;3;1;.019514211;.014562413
capture noisily mixed    loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_o;602;2;2;1;2;3;2;.0032180205;.62237108
capture noisily mixed    loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_o;603;2;2;1;2;3;3;.014683588;.037652191
capture noisily reghdfe  loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.per;604;2;2;1;2;4;1;.011479522;.018410701
capture noisily mixed    loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.per;605;2;2;1;2;4;2;.0059467717;.15720408
capture noisily mixed    loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.per;606;2;2;1;2;4;3;.0099414932;.0187809
capture noisily reghdfe  loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers;607;2;2;1;2;5;1;.014556627;.01265265
capture noisily mixed    loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers;608;2;2;1;2;5;2;.0068398025;.14737247
capture noisily mixed    loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers;609;2;2;1;2;5;3;.012225017;.014765196
capture noisily reghdfe  loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_opw;610;2;2;1;2;6;1;.013168129;.047504295
capture noisily mixed    loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_opw;611;2;2;1;2;6;2;.0042087347;.45011812
capture noisily mixed    loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_opw;612;2;2;1;2;6;3;.01085184;.062791549
capture noisily reghdfe  loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 ;613;2;2;2;1;1;1;.052587971;.034185167
capture noisily mixed    loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 ;614;2;2;2;1;1;2;.0077643977;.6375128
capture noisily mixed    loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 ;615;2;2;2;1;1;3;.034232095;.098869793
capture noisily reghdfe  loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c;616;2;2;2;1;2;1;.07352642;.0056609977
capture noisily mixed    loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c;617;2;2;2;1;2;2;.019063454;.29053575
capture noisily mixed    loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c;618;2;2;2;1;2;3;.04953013;.027209185
capture noisily reghdfe  loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.per;619;2;2;2;1;3;1;.092061311;.0041203289
capture noisily mixed    loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.per;620;2;2;2;1;3;2;.023906369;.24410942
capture noisily mixed    loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.per;621;2;2;2;1;3;3;.068334237;.015661966
capture noisily reghdfe  loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.;622;2;2;2;1;4;1;.054729939;.00070561236
capture noisily mixed    loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.;623;2;2;2;1;4;2;.031492002;.013627819
capture noisily mixed    loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.;624;2;2;2;1;4;3;.050337292;.00027549246
capture noisily reghdfe  loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.p;625;2;2;2;1;5;1;.067172408;.00058070564
